1:0:0:0:0:0:0:0:0 0.5
1:2:0:0:0:0:0:0:0 0.49962252154
1:2:1:0:0:0:0:0:0 0.5
1:2:1:2:0:0:0:0:0 0.389946221252
1:2:1:2:1:0:0:0:0 0.5
1:2:1:2:1:2:0:0:0 0.49005
1:2:1:2:1:2:1:0:0 0.0
1:2:1:2:1:2:0:1:0 0.5
1:2:1:2:1:2:2:1:0 0.495
1:2:1:2:1:2:2:1:1 0.0
1:2:1:2:1:2:0:1:2 0.495
1:2:1:2:1:2:1:1:2 0.0
1:2:1:2:1:2:0:0:1 0.0
1:2:1:2:1:0:2:0:0 0.4851495
1:2:1:2:1:1:2:0:0 0.5
1:2:1:2:1:1:2:2:0 0.5
1:2:1:2:1:1:2:2:1 0.0
1:2:1:2:1:1:2:0:2 0.5
1:2:1:2:1:1:2:1:2 0.0
1:2:1:2:1:0:2:1:0 0.5
1:2:1:2:1:0:2:1:2 0.5
1:2:1:2:1:0:2:0:1 0.0
1:2:1:2:1:0:0:2:0 0.49005
1:2:1:2:1:1:0:2:0 0.5
1:2:1:2:1:1:0:2:2 0.430029177321
1:2:1:2:1:1:1:2:2 0.0
1:2:1:2:1:0:1:2:0 0.0
1:2:1:2:1:0:0:2:1 0.0
1:2:1:2:1:0:0:0:2 0.49005
1:2:1:2:1:1:0:0:2 0.5
1:2:1:2:1:0:1:0:2 0.0
1:2:1:2:1:0:0:1:2 0.5
1:2:1:2:0:1:0:0:0 0.5
1:2:1:2:2:1:0:0:0 0.417256880725
1:2:1:2:2:1:1:0:0 0.5
1:2:1:2:2:1:1:2:0 1.0
1:2:1:2:2:1:1:0:2 0.5
1:2:1:2:2:1:1:1:2 0.0
1:2:1:2:2:1:0:1:0 0.5
1:2:1:2:2:1:2:1:0 0.314911815602
1:2:1:2:2:1:2:1:1 0.0
1:2:1:2:2:1:0:1:2 0.5
1:2:1:2:2:1:0:0:1 0.0
1:2:1:2:0:1:2:0:0 0.5
1:2:1:2:0:1:2:1:0 0.5
1:2:1:2:0:1:2:1:2 0.5
1:2:1:2:0:1:2:0:1 0.0
1:2:1:2:0:1:0:2:0 0.495
1:2:1:2:0:1:1:2:0 0.5
1:2:1:2:0:1:1:2:2 0.443192435858
1:2:1:2:0:1:0:2:1 0.0
1:2:1:2:0:1:0:0:2 0.5
1:2:1:2:0:1:1:0:2 0.5
1:2:1:2:0:1:0:1:2 0.5
1:2:1:2:0:0:1:0:0 0.5
1:2:1:2:2:0:1:0:0 0.591046531202
1:2:1:2:2:0:1:1:0 0.5
1:2:1:2:2:2:1:1:0 1.0
1:2:1:2:2:0:1:1:2 0.5
1:2:1:2:2:0:1:0:1 0.5
1:2:1:2:2:2:1:0:1 1.0
1:2:1:2:2:0:1:2:1 1.0
1:2:1:2:0:2:1:0:0 0.5
1:2:1:2:0:2:1:1:0 0.5
1:2:1:2:0:2:1:1:2 0.43002917732
1:2:1:2:0:2:1:0:1 0.5
1:2:1:2:0:2:1:2:1 0.495
1:2:1:2:1:2:1:2:1 0.0
1:2:1:2:0:0:1:2:0 0.505
