1:0:0:0:0:0:0:0:0 0.231127837339
1:2:0:0:0:0:0:0:0 0.922982685689
1:2:1:0:0:0:0:0:0 0.503095207981
1:2:1:2:0:0:0:0:0 0.497592844705
1:2:1:2:1:0:0:0:0 0.519701995
1:2:1:2:1:2:0:0:0 0.5292599253
1:2:1:2:1:2:1:0:0 1.0
1:2:1:2:1:2:0:1:0 0.5
1:2:1:2:1:2:2:1:0 0.5
1:2:1:2:1:2:2:1:1 1.0
1:2:1:2:1:2:0:1:2 0.5
1:2:1:2:1:2:1:1:2 1.0
1:2:1:2:1:2:0:0:1 1.0
1:2:1:2:1:0:2:0:0 0.509415276989
1:2:1:2:1:1:2:0:0 0.495
1:2:1:2:1:1:2:2:0 0.392839070404
1:2:1:2:1:1:2:2:1 1.0
1:2:1:2:1:1:2:0:2 0.392839070404
1:2:1:2:1:1:2:1:2 0.0
1:2:1:2:1:0:2:1:0 0.5
1:2:1:2:1:0:2:1:2 0.5
1:2:1:2:1:0:2:0:1 1.0
1:2:1:2:1:0:0:2:0 0.999777771653
1:2:1:2:1:1:0:2:0 0.5
1:2:1:2:1:1:0:2:2 0.443192435858
1:2:1:2:1:1:1:2:2 1.0
1:2:1:2:1:0:1:2:0 1.0
1:2:1:2:1:0:0:2:1 1.0
1:2:1:2:1:0:0:0:2 0.503850215729
1:2:1:2:1:1:0:0:2 0.376464684869
1:2:1:2:1:0:1:0:2 1.0
1:2:1:2:1:0:0:1:2 0.421471596692
1:2:1:2:0:1:0:0:0 0.502865833052
1:2:1:2:2:1:0:0:0 0.443697796809
1:2:1:2:2:1:1:0:0 0.0810849450057
1:2:1:2:2:1:1:2:0 0.0
1:2:1:2:2:1:1:0:2 0.341277297505
1:2:1:2:2:1:1:1:2 0.0
1:2:1:2:2:1:0:1:0 0.444944687041
1:2:1:2:2:1:2:1:0 0.5
1:2:1:2:2:1:2:1:1 1.0
1:2:1:2:2:1:0:1:2 0.5
1:2:1:2:2:1:0:0:1 1.0
1:2:1:2:0:1:2:0:0 0.50495
1:2:1:2:0:1:2:1:0 0.5
1:2:1:2:0:1:2:1:2 0.5
1:2:1:2:0:1:2:0:1 1.0
1:2:1:2:0:1:0:2:0 0.366151684827
1:2:1:2:0:1:1:2:0 0.5
1:2:1:2:0:1:1:2:2 0.49005
1:2:1:2:0:1:0:2:1 1.0
1:2:1:2:0:1:0:0:2 0.5
1:2:1:2:0:1:1:0:2 0.385456922284
1:2:1:2:0:1:0:1:2 0.0844110782901
1:2:1:2:0:0:1:0:0 0.498388801812
1:2:1:2:2:0:1:0:0 0.438760511499
1:2:1:2:2:0:1:1:0 0.434372906384
1:2:1:2:2:2:1:1:0 0.0
1:2:1:2:2:0:1:1:2 0.324551314184
1:2:1:2:2:0:1:0:1 0.434372906385
1:2:1:2:2:2:1:0:1 0.0
1:2:1:2:2:0:1:2:1 0.0
1:2:1:2:0:2:1:0:0 0.406413101922
1:2:1:2:0:2:1:1:0 0.5
1:2:1:2:0:2:1:1:2 0.404863934111
1:2:1:2:0:2:1:0:1 0.5
1:2:1:2:0:2:1:2:1 0.5
1:2:1:2:1:2:1:2:1 1.0
1:2:1:2:0:0:1:2:0 0.411113106425
1:2:1:2:0:0:1:2:1 0.475932673953
1:2:1:2:0:0:1:0:2 0.498859277868
1:2:1:2:0:0:1:1:2 0.444075896385
1:2:1:2:0:0:0:1:0 0.498900212808
1:2:1:2:2:0:0:1:0 0.396807141822
1:2:1:2:2:0:0:1:1 0.443192435858
1:2:1:2:2:2:0:1:1 0.0
1:2:1:2:2:0:2:1:1 0.174046557246
1:2:1:2:0:2:0:1:0 0.4851495
1:2:1:2:0:2:0:1:1 0.47549502495
1:2:1:2:0:2:2:1:1 0.47549502495
1:2:1:2:0:0:2:1:0 0.5
1:2:1:2:0:0:2:1:1 0.505
1:2:1:2:0:0:0:1:2 0.5
1:2:1:2:0:0:0:0:1 0.936930397849
1:2:1:2:2:0:0:0:1 0.443192435858
1:2:1:2:0:2:0:0:1 0.480740074701
1:2:1:2:0:0:2:0:1 0.867316875126
1:2:1:2:0:0:0:2:1 0.392839070404
1:2:1:0:2:0:0:0:0 0.218579008417
1:2:1:1:2:0:0:0:0 0.102725847841
1:2:1:1:2:2:0:0:0 0.440136244275
1:2:1:1:2:2:1:0:0 1.0
1:2:1:1:2:2:0:1:0 0.0702909573086
1:2:1:1:2:2:2:1:0 0.5
1:2:1:1:2:2:2:1:1 0.0
1:2:1:1:2:2:0:1:2 0.5
1:2:1:1:2:2:1:1:2 1.0
1:2:1:1:2:2:0:0:1 0.43002917732
1:2:1:1:2:2:2:0:1 0.206474835567
1:2:1:1:2:2:0:2:1 0.0
1:2:1:1:2:0:2:0:0 0.49005
1:2:1:1:2:1:2:0:0 0.0247681283188
1:2:1:1:2:1:2:2:0 0.0
1:2:1:1:2:1:2:0:2 0.495
1:2:1:1:2:1:2:1:2 0.0
1:2:1:1:2:0:2:1:0 0.0247681283188
1:2:1:1:2:0:2:1:2 0.5
1:2:1:1:2:0:2:0:1 0.0247681283188
1:2:1:1:2:0:2:2:1 0.0
1:2:1:1:2:0:0:2:0 0.0
1:2:1:1:2:0:0:0:2 0.49005
1:2:1:1:2:1:0:0:2 0.0242752425652
1:2:1:1:2:1:0:2:2 0.0
1:2:1:1:2:0:1:0:2 1.0
1:2:1:1:2:0:0:1:2 0.0475231909064
1:2:1:0:2:1:0:0:0 0.102878665987
1:2:1:0:2:1:2:0:0 0.452993435858
1:2:1:0:2:1:2:1:0 0.0873880693403
1:2:1:0:2:1:2:1:2 0.5
1:2:1:0:2:1:2:0:1 1.0
1:2:1:0:2:1:0:2:0 0.0
1:2:1:0:2:1:0:0:2 0.495
1:2:1:0:2:1:1:0:2 0.0240324901395
1:2:1:0:2:1:1:2:2 0.0
1:2:1:0:2:1:0:1:2 0.0240324901395
1:2:1:0:2:0:1:0:0 0.100534777658
1:2:1:0:2:2:1:0:0 0.438760511499
1:2:1:0:2:2:1:1:0 0.0785674540488
1:2:1:0:2:2:1:1:2 0.417256880725
1:2:1:0:2:2:1:0:1 0.43002917732
1:2:1:0:2:2:1:2:1 0.0
1:2:1:0:2:0:1:2:0 0.0
1:2:1:0:2:0:1:0:2 0.480298005
1:2:1:0:2:0:1:1:2 0.0476159561511
1:2:1:0:2:0:0:1:0 0.103323290078
1:2:1:0:2:2:0:1:0 0.315107556239
1:2:1:0:2:2:0:1:1 0.0697377843877
1:2:1:0:2:2:2:1:1 0.142353886637
1:2:1:0:2:0:2:1:0 0.5
1:2:1:0:2:0:2:1:1 0.210094454919
